0.181983,1.07825,-0.124097,-0.0520363,0.37727,-0.0174948,"4242.3
"
0.181983,1.26581,-0.000749848,-0.0520363,0.37727,-0.0149025,"1057.94
"
0.179643,1.4533,-0.000749517,0.0104163,0.369488,0.00520814,"7.64539e+008
"
0.179057,1.63825,0.000144337,0.0104163,0.369488,0.00462019,"354814
"
0.179643,1.82255,0.000128593,0.0104163,0.369488,0.00415297,"2.39168e+007
"
0.179643,2.0075,0.000113597,0.0104163,0.369488,0.00377037,"2.98702e+007
"
0.180815,2.19244,9.89271e-005,0.0104163,0.369488,0.00345231,"3.46073e+007
"
0.178685,2.37867,8.46082e-005,0.0727879,0.363095,0.0335447,"6.19858e+006
"
0.178685,2.56257,0.00243286,0.0727879,0.363095,0.0311374,"45027.9
"
0.179856,2.74647,0.00241125,0.0727879,0.363095,0.0290525,"5.50132e+006
"
0.178685,2.93164,0.00239243,0.0727879,0.363095,0.0272174,"7.31123e+006
"
0.1773,3.11554,0.00237271,0.0727879,0.353864,0.0363939,"5.58577e+006
"
0.1773,3.29793,0.00344223,0.0727879,0.353864,0.0343812,"118671
"
0.179058,3.48032,0.00342466,0.0727879,0.353864,0.0325794,"7.82281e+006
"
0.179058,3.66463,0.00341003,0.0727879,0.353864,0.0309409,"1.05018e+007
"
0.177958,3.84894,0.00339422,0.0727879,0.34653,0.0363939,"8.84859e+006
"
0.178544,4.03205,0.00424007,0.0727879,0.34653,0.0347412,"180746
"
0.178544,4.21579,0.00422639,0.0727879,0.34653,0.033227,"1.25907e+007
"
0.178544,4.39954,0.00421269,0.0727879,0.34653,0.0318392,"1.36619e+007
"
0.180958,4.58328,0.00419964,0.0727879,0.339187,0.0363939,"1.28764e+007
"
0.192677,4.76966,0.00505331,0.0727879,0.339187,0.0349718,"182699
"
0.20088,4.96882,0.00505499,0.0727879,0.339187,0.0335701,"8.84004e+007
"
0.20088,5.17691,0.00488015,0.0727879,0.339187,0.0322207,"817833
"
0.20088,5.38501,0.00443607,0.0727879,0.339187,0.0309756,"328222
"
0.199366,5.59311,0.00387513,0.0727879,0.329088,0.0363939,"227314
"
0.199366,5.79955,0.0043611,0.0727879,0.329088,0.0350984,"262708
"
0.199366,6.006,0.0036316,0.0727879,0.329088,0.033892,"179609
"
0.199366,6.21245,0.00282676,0.0727879,0.329088,0.0327657,"159999
"
0.198174,6.41889,0.00190312,0.0831412,0.321142,0.0415706,"127467
"
0.198174,6.62404,0.0030094,0.0831412,0.321142,0.0402832,"106288
"
0.198174,6.82919,0.00195844,0.0831412,0.321142,0.0390731,"121821
"
0.198174,7.03433,0.000994037,0.0831412,0.321142,0.0379336,"136150
"
0.197191,7.23948,0.000425994,0.124355,0.314594,0.0621775,"174961
"
0.197191,7.44355,0.00578452,0.124355,0.314594,0.0604728,"21156.2
"
0.197191,7.64763,0.00480423,0.124355,0.314594,0.0588591,"116064
"
0.197191,7.85171,0.0035274,0.124355,0.314594,0.0573293,"101310
"
0.195967,8.05578,0.00237515,0.124355,0.306431,0.0621775,"105819
"
0.195967,8.25852,0.00289538,0.124355,0.306431,0.0606511,"273477
"
0.195967,8.46126,0.00199101,0.124355,0.306431,0.0591978,"159863
"
0.195967,8.664,0.000967914,0.124355,0.306431,0.0578126,"123041
"
0.195967,8.86674,-0.000581284,0.124355,0.306431,0.0564907,"56536
"
0.194524,9.06949,-0.00205859,0.134598,0.29681,0.067299,"53393.9
"
0.194524,9.27065,5.57516e-005,0.134598,0.29681,0.0658386,"41961.3
"
0.194524,9.47182,-0.00159113,0.134598,0.29681,0.0644403,"54008
"
0.194524,9.67299,-0.00333428,0.134598,0.29681,0.0631001,"56605.7
"
0.193317,9.87416,-0.00532199,0.134598,0.288763,0.067299,"47470.4
"
0.193317,10.074,-0.00527809,0.134598,0.288763,0.0659639,"2.39308e+006
"
0.193317,10.2739,-0.0065401,0.134598,0.288763,0.0646807,"84252.5
"
0.193317,10.4737,-0.00795796,0.134598,0.288763,0.0634465,"86869.2
"
0.195098,10.6736,-0.0097215,-0.340382,0.300637,-0.170191,"101747
"
0.195098,10.875,-0.0950351,-0.340382,0.300637,-0.167038,"2299.6
"
0.195098,11.0768,-0.0967654,-0.340382,0.300637,-0.163995,"122520
"
0.195098,11.2786,-0.0985062,-0.340382,0.300637,-0.161061,"138518
"
0.19409,11.4804,-0.100789,-0.349607,0.293921,-0.174804,"99393.8
"
0.19409,11.681,-0.108494,-0.349607,0.293921,-0.171801,"31418.1
"
0.19409,11.8817,-0.109327,-0.349607,0.293921,-0.168899,"275844
"
0.19409,12.0824,-0.11016,-0.349607,0.293921,-0.166094,"237511
"
0.190577,12.283,-0.111011,-0.293367,0.278308,-0.146684,"341146
"
0.183545,12.48,-0.104878,-0.293367,0.278308,-0.144369,"44509.5
"
0.181787,12.6691,-0.105482,-0.293367,0.278308,-0.142213,"495013
"
0.179443,12.8564,-0.105666,-0.293367,0.278308,-0.140142,"2.01304e+006
"
0.173584,13.0411,-0.105762,-0.293367,0.278308,-0.138157,"4.2453e+006
"
0.160298,13.2195,-0.105714,-0.205395,0.26005,-0.102698,"5.33925e+007
"
0.143891,13.3835,-0.0900131,-0.205395,0.26005,-0.101439,"172659
"
0.133344,13.5294,-0.0890911,-0.205395,0.26005,-0.100345,"3.99412e+006
"
0.135102,13.6639,-0.088541,-0.205395,0.26005,-0.0993574,"6.37799e+006
"
0.133247,13.8003,-0.0880644,-0.0934768,0.247681,-0.0467384,"1.86913e+006
"
0.133832,13.9348,-0.0629261,-0.0934768,0.247681,-0.0462872,"50464.8
"
0.134418,14.0698,-0.0619262,-0.0934768,0.247681,-0.045843,"1.36307e+006
"
0.135004,14.2055,-0.0608731,-0.0934768,0.247681,-0.0454053,"1.34383e+006
"
0.135115,14.3417,-0.0599838,-0.0104163,0.240603,-0.00520814,"711562
"
0.135115,14.4782,-0.0393884,-0.0104163,0.240603,-0.00515905,"61319.4
"
0.133943,14.6146,-0.0384389,-0.0104163,0.240603,-0.0051109,"1.42357e+006
"
0.133943,14.7498,-0.0375016,-0.0104163,0.240603,-0.00506407,"1.09313e+006
"
0.133203,14.8849,-0.0363637,0.0520363,0.235672,0.0260182,"810508
"
0.133203,15.0192,-0.0193327,0.0520363,0.235672,0.0257854,"56859.7
"
0.134375,15.1536,-0.0182084,0.0520363,0.235672,0.0255568,"1.51588e+006
"
0.131445,15.2891,-0.0170707,0.0520363,0.235672,0.0253302,"1.60493e+006
"
0.13252,15.4215,-0.0164985,0.0831412,0.231116,0.0415706,"6.17669e+006
"
0.13252,15.5551,-0.00762797,0.0831412,0.231116,0.0412136,"398705
"
0.133692,15.6887,-0.00804107,0.0831412,0.231116,0.0408627,"3.54094e+006
"
0.13252,15.8235,-0.0091775,0.0831412,0.231116,0.0405145,"2.4906e+006
"
